Date,GMSL (Church & White 2011),Long-run CO2 concentration,CO2 Global Emissions,Long-run N2O concentration,Per-capita N2O emissions in CO2 equivalents,Per-capita CH4 emissions in CO2 equivalents,Global land avg temp. anomaly (relative to 1961-90 average),Global Sea surface temp. anomaly (relative to 1961-90 average),Artic Sea Ice Extent Avg,Antartica Sea Ice Extent Avg,Nino Index 1.2,Nino Index 3
31/01/1880,-180.2362833,287.77072,858055700,275.66,0.168686,1.0906272,-0.31583205,-0.2034,17.60408733,12.24182627,24.29,24.57
29/02/1880,-179.6365151,287.9010869,860548141.7,275.6725,0.16876425,1.091155558,-0.308866506,-0.199175,17.59979082,12.24133261,26.5,25.73
31/03/1880,-179.0367469,288.0314539,863040583.3,275.685,0.1688425,1.091683917,-0.301900962,-0.19495,17.59549432,12.24083895,26.4,26.43
30/04/1880,-178.4369787,288.1618208,865533025,275.6975,0.16892075,1.092212275,-0.294935417,-0.190725,17.59119781,12.24034528,25.29,26.88
31/05/1880,-177.8372105,288.2921878,868025466.7,275.71,0.168999,1.092740633,-0.287969873,-0.1865,17.58690131,12.23985162,24.16,26.36
30/06/1880,-177.2374423,288.4225547,870517908.3,275.7225,0.16907725,1.093268992,-0.281004329,-0.182275,17.5826048,12.23935796,22.59,25.8
31/07/1880,-176.6376742,288.5529217,873010350,275.735,0.1691555,1.09379735,-0.274038785,-0.17805,17.5783083,12.23886429,22.04,25.14
31/08/1880,-176.037906,288.6832886,875502791.7,275.7475,0.16923375,1.094325708,-0.267073241,-0.173825,17.57401179,12.23837063,21.25,24.91
30/09/1880,-175.4381378,288.8136555,877995233.3,275.76,0.169312,1.094854067,-0.260107697,-0.1696,17.56971528,12.23787697,21.29,25.15
31/10/1880,-174.8383696,288.9440225,880487675,275.7725,0.16939025,1.095382425,-0.253142153,-0.165375,17.56541878,12.2373833,21.7,25.27
30/11/1880,-174.2386014,289.0743894,882980116.7,275.785,0.1694685,1.095910783,-0.246176608,-0.16115,17.56112227,12.23688964,22.51,25.34
31/12/1880,-173.6388332,289.2047564,885472558.3,275.7975,0.16954675,1.096439142,-0.239211064,-0.156925,17.55682577,12.23639598,22.96,25.2
31/01/1881,-173.039065,289.3351233,887965000,275.81,0.169625,1.0969675,-0.23224552,-0.1527,17.55252926,12.23590231,24.7,25.69
28/02/1881,-174.584204,289.4654903,892125271.7,275.8233333,0.169660583,1.097384017,-0.237519233,-0.157941667,17.54823276,12.23540865,26.09,26.3
31/03/1881,-176.1293429,289.5958572,896285543.3,275.8366667,0.169696167,1.097800533,-0.242792947,-0.163183333,17.54393625,12.23491499,26.4,27.14
30/04/1881,-177.6744819,289.7262242,900445815,275.85,0.16973175,1.09821705,-0.24806666,-0.168425,17.53963975,12.23442132,25.49,27.55
31/05/1881,-179.2196208,289.8565911,904606086.7,275.8633333,0.169767333,1.098633567,-0.253340373,-0.173666667,17.53534324,12.23392766,24.41,26.97
30/06/1881,-180.7647598,289.9869581,908766358.3,275.8766667,0.169802917,1.099050083,-0.258614087,-0.178908333,17.53104674,12.233434,23.14,26.51
31/07/1881,-182.3098988,290.117325,912926630,275.89,0.1698385,1.0994666,-0.2638878,-0.18415,17.52675023,12.23294033,21.76,25.35
31/08/1881,-183.8550377,290.247692,917086901.7,275.9033333,0.169874083,1.099883117,-0.269161513,-0.189391667,17.52245373,12.23244667,20.48,24.68
30/09/1881,-185.4001767,290.3780589,921247173.3,275.9166667,0.169909667,1.100299633,-0.274435227,-0.194633333,17.51815722,12.23195301,20.13,24.49
31/10/1881,-186.9453156,290.5084259,925407445,275.93,0.16994525,1.10071615,-0.27970894,-0.199875,17.51386072,12.23145934,21.03,24.5
30/11/1881,-188.4904546,290.6387928,929567716.7,275.9433333,0.169980833,1.101132667,-0.284982653,-0.205116667,17.50956421,12.23096568,21.73,24.37
31/12/1881,-190.0355935,290.7691598,933727988.3,275.9566667,0.170016417,1.101549183,-0.290256367,-0.210358333,17.5052677,12.23047202,22.53,24.66
31/01/1882,-191.5807325,290.8995267,937888260,275.97,0.170052,1.1019657,-0.29553008,-0.2156,17.5009712,12.22997835,24.01,24.97
28/02/1882,-191.4869821,291.0298936,942857118.3,275.9825,0.170063583,1.102434133,-0.29977544,-0.218416667,17.4966747,12.22948469,25.5,25.61
31/03/1882,-191.3932317,291.1602606,947825976.7,275.995,0.170075167,1.102902567,-0.3040208,-0.221233333,17.49237819,12.22899103,26.12,26.4
30/04/1882,-191.2994813,291.2906275,952794835,276.0075,0.17008675,1.103371,-0.30826616,-0.22405,17.48808168,12.22849736,25.49,27.33
31/05/1882,-191.2057308,291.4209945,957763693.3,276.02,0.170098333,1.103839433,-0.31251152,-0.226866667,17.48378518,12.2280037,24.13,26.82
30/06/1882,-191.1119804,291.5513614,962732551.7,276.0325,0.170109917,1.104307867,-0.31675688,-0.229683333,17.47948868,12.22751004,22.15,25.75
31/07/1882,-191.01823,291.6817284,967701410,276.045,0.1701215,1.1047763,-0.32100224,-0.2325,17.47519217,12.22701637,20.87,24.66
31/08/1882,-190.9244796,291.8120953,972670268.3,276.0575,0.170133083,1.105244733,-0.3252476,-0.235316667,17.47089567,12.22652271,19.75,24.29
30/09/1882,-190.8307292,291.9424622,977639126.7,276.07,0.170144667,1.105713167,-0.32949296,-0.238133333,17.46659916,12.22602905,19.94,24.43
31/10/1882,-190.7369788,292.0728292,982607985,276.0825,0.17015625,1.1061816,-0.33373832,-0.24095,17.46230266,12.22553538,20.55,24.3
30/11/1882,-190.6432283,292.2031961,987576843.3,276.095,0.170167833,1.106650033,-0.33798368,-0.243766667,17.45800615,12.22504172,21,24.09
31/12/1882,-190.5494779,292.3335631,992545701.7,276.1075,0.170179417,1.107118467,-0.34222904,-0.246583333,17.45370965,12.22454806,21.93,24.32
31/01/1883,-190.4557275,292.46393,997514560,276.12,0.170191,1.1075869,-0.3464744,-0.2494,17.44941314,12.22405439,23.5,24.79
28/02/1883,-188.4675333,292.2164775,998507496.7,276.1333333,0.170188167,1.1076012,-0.358628205,-0.258191667,17.44511663,12.22356073,25.23,25.66
31/03/1883,-186.4793392,291.969025,999500433.3,276.1466667,0.170185333,1.1076155,-0.37078201,-0.266983333,17.44082013,12.22306707,25.67,26.57
30/04/1883,-184.491145,291.7215725,1000493370,276.16,0.1701825,1.1076298,-0.382935815,-0.275775,17.43652362,12.2225734,25.13,27.17
31/05/1883,-182.5029508,291.47412,1001486307,276.1733333,0.170179667,1.1076441,-0.39508962,-0.284566667,17.43222712,12.22207974,24.29,26.63
30/06/1883,-180.5147567,291.2266675,1002479243,276.1866667,0.170176833,1.1076584,-0.407243425,-0.293358333,17.42793061,12.22158608,23.01,26.37
31/07/1883,-178.5265625,290.979215,1003472180,276.2,0.170174,1.1076727,-0.41939723,-0.30215,17.4236341,12.22109241,21.43,25.66
31/08/1883,-176.5383683,290.7317625,1004465117,276.2133333,0.170171167,1.107687,-0.431551035,-0.310941667,17.4193376,12.22059875,20.17,24.89
30/09/1883,-174.5501742,290.48431,1005458053,276.2266667,0.170168333,1.1077013,-0.44370484,-0.319733333,17.41504109,12.22010509,20.25,24.66
31/10/1883,-172.56198,290.2368575,1006450990,276.24,0.1701655,1.1077156,-0.455858645,-0.328525,17.41074459,12.21961142,21.45,24.45
30/11/1883,-170.5737858,289.989405,1007443927,276.2533333,0.170162667,1.1077299,-0.46801245,-0.337316667,17.40644808,12.21911776,22.23,24.74
31/12/1883,-168.5855917,289.7419525,1008436863,276.2666667,0.170159833,1.1077442,-0.480166255,-0.346108333,17.40215158,12.2186241,22.62,24.8
31/01/1884,-166.5973975,289.4945,1009429800,276.28,0.170157,1.1077585,-0.49232006,-0.3549,17.39785507,12.21813043,24.57,25.25
29/02/1884,-166.7605919,289.4370521,1010072692,276.2925,0.17014375,1.107753433,-0.490553687,-0.353666667,17.39355857,12.21763677,26.1,26.12
31/03/1884,-166.9237863,289.3796042,1010715583,276.305,0.1701305,1.107748367,-0.488787313,-0.352433333,17.38926206,12.21714311,27.3,27.17
30/04/1884,-167.0869806,289.3221563,1011358475,276.3175,0.17011725,1.1077433,-0.48702094,-0.3512,17.38496556,12.21664944,26.38,27.79
31/05/1884,-167.250175,289.2647083,1012001367,276.33,0.170104,1.107738233,-0.485254567,-0.349966667,17.38066905,12.21615578,25.14,27.35
30/06/1884,-167.4133694,289.2072604,1012644258,276.3425,0.17009075,1.107733167,-0.483488193,-0.348733333,17.37637255,12.21566212,23.42,26.41
31/07/1884,-167.5765638,289.1498125,1013287150,276.355,0.1700775,1.1077281,-0.48172182,-0.3475,17.37207604,12.21516846,21.72,25.84
31/08/1884,-167.7397581,289.0923646,1013930042,276.3675,0.17006425,1.107723033,-0.479955447,-0.346266667,17.36777954,12.21467479,20.91,25.28
30/09/1884,-167.9029525,289.0349167,1014572933,276.38,0.170051,1.107717967,-0.478189073,-0.345033333,17.36348303,12.21418113,20.67,25.19
31/10/1884,-168.0661469,288.9774687,1015215825,276.3925,0.17003775,1.1077129,-0.4764227,-0.3438,17.35918653,12.21368747,21.2,25.29
30/11/1884,-168.2293413,288.9200208,1015858717,276.405,0.1700245,1.107707833,-0.474656327,-0.342566667,17.35489002,12.2131938,22.37,25.46
31/12/1884,-168.3925356,288.8625729,1016501608,276.4175,0.17001125,1.107702767,-0.472889953,-0.341333333,17.35059352,12.21270014,23.64,25.7
31/01/1885,-168.55573,288.805125,1017144500,276.43,0.169998,1.1076977,-0.47112358,-0.3401,17.34629701,12.21220648,24.97,25.82
28/02/1885,-168.6425356,288.7476771,1018433592,276.4433333,0.169979833,1.10775645,-0.466938583,-0.341241667,17.34200051,12.21171281,26.37,26.47
31/03/1885,-168.7293413,288.6902292,1019722683,276.4566667,0.169961667,1.1078152,-0.462753587,-0.342383333,17.337704,12.21121915,26.29,27.03
30/04/1885,-168.8161469,288.6327813,1021011775,276.47,0.1699435,1.10787395,-0.45856859,-0.343525,17.3334075,12.21072549,25.37,27.32
31/05/1885,-168.9029525,288.5753333,1022300867,276.4833333,0.169925333,1.1079327,-0.454383593,-0.344666667,17.32911099,12.21023182,23.98,27.03
30/06/1885,-168.9897581,288.5178854,1023589958,276.4966667,0.169907167,1.10799145,-0.450198597,-0.345808333,17.32481449,12.20973816,22.38,26.25
31/07/1885,-169.0765638,288.4604375,1024879050,276.51,0.169889,1.1080502,-0.4460136,-0.34695,17.32051798,12.2092445,21.34,25.3
31/08/1885,-169.1633694,288.4029896,1026168142,276.5233333,0.169870833,1.10810895,-0.441828603,-0.348091667,17.31622148,12.20875083,20.8,25.03
30/09/1885,-169.250175,288.3455417,1027457233,276.5366667,0.169852667,1.1081677,-0.437643607,-0.349233333,17.31192497,12.20825717,20.8,25.25
31/10/1885,-169.3369806,288.2880938,1028746325,276.55,0.1698345,1.10822645,-0.43345861,-0.350375,17.30762847,12.20776351,21.25,25.3
30/11/1885,-169.4237863,288.2306458,1030035417,276.5633333,0.169816333,1.1082852,-0.429273613,-0.351516667,17.30333196,12.20726984,22.19,25.49
31/12/1885,-169.5105919,288.1731979,1031324508,276.5766667,0.169798167,1.10834395,-0.425088617,-0.352658333,17.29903546,12.20677618,22.97,25.84
31/01/1886,-169.5973975,288.11575,1032613600,276.59,0.16978,1.1084027,-0.42090362,-0.3538,17.29473895,12.20628252,23.64,25.13
28/02/1886,-170.1946196,288.6345875,1036873092,276.6025,0.169760667,1.108754617,-0.427393798,-0.359758333,17.29044244,12.20578885,25.02,25.68
31/03/1886,-170.7918417,289.153425,1041132583,276.615,0.169741333,1.109106533,-0.433883977,-0.365716667,17.28614594,12.20529519,25.59,26.39
30/04/1886,-171.3890638,289.6722625,1045392075,276.6275,0.169722,1.10945845,-0.440374155,-0.371675,17.28184943,12.20480153,24.82,26.76
31/05/1886,-171.9862858,290.1911,1049651567,276.64,0.169702667,1.109810367,-0.446864333,-0.377633333,17.27755293,12.20430786,23.33,25.88
30/06/1886,-172.5835079,290.7099375,1053911058,276.6525,0.169683333,1.110162283,-0.453354512,-0.383591667,17.27325642,12.2038142,21.72,25.17
31/07/1886,-173.18073,291.228775,1058170550,276.665,0.169664,1.1105142,-0.45984469,-0.38955,17.26895992,12.20332054,20.72,24.56
31/08/1886,-173.7779521,291.7476125,1062430042,276.6775,0.169644667,1.110866117,-0.466334868,-0.395508333,17.26466341,12.20282687,19.61,23.91
30/09/1886,-174.3751742,292.26645,1066689533,276.69,0.169625333,1.111218033,-0.472825047,-0.401466667,17.2603669,12.20233321,20.01,23.84
31/10/1886,-174.9723963,292.7852875,1070949025,276.7025,0.169606,1.11156995,-0.479315225,-0.407425,17.2560704,12.20183955,20.45,23.81
30/11/1886,-175.5696183,293.304125,1075208517,276.715,0.169586667,1.111921867,-0.485805403,-0.413383333,17.25177389,12.20134588,21.34,23.72
31/12/1886,-176.1668404,293.8229625,1079468008,276.7275,0.169567333,1.112273783,-0.492295582,-0.419341667,17.24747739,12.20085222,22.04,23.7
31/01/1887,-176.7640625,294.3418,1083727500,276.74,0.169548,1.1126257,-0.49878576,-0.4253,17.24318088,12.20035856,23.85,24.65
28/02/1887,-176.5467012,294.2584908,1093483683,276.7533333,0.169532167,1.113333933,-0.488835188,-0.411016667,17.23888438,12.19986489,25.39,25.08
31/03/1887,-176.32934,294.1751817,1103239867,276.7666667,0.169516333,1.114042167,-0.478884615,-0.396733333,17.23458787,12.19937123,25.5,25.85
30/04/1887,-176.1119788,294.0918725,1112996050,276.78,0.1695005,1.1147504,-0.468934043,-0.38245,17.23029137,12.19887757,24.7,26.37
31/05/1887,-175.8946175,294.0085633,1122752233,276.7933333,0.169484667,1.115458633,-0.45898347,-0.368166667,17.22599486,12.1983839,23.65,26.11
30/06/1887,-175.6772563,293.9252542,1132508417,276.8066667,0.169468833,1.116166867,-0.449032898,-0.353883333,17.22169836,12.19789024,22.75,26.07
31/07/1887,-175.459895,293.841945,1142264600,276.82,0.169453,1.1168751,-0.439082325,-0.3396,17.21740185,12.19739658,21.75,25.24
31/08/1887,-175.2425338,293.7586358,1152020783,276.8333333,0.169437167,1.117583333,-0.429131753,-0.325316667,17.21310535,12.19690291,20.66,24.27
30/09/1887,-175.0251725,293.6753267,1161776967,276.8466667,0.169421333,1.118291567,-0.41918118,-0.311033333,17.20880884,12.19640925,20.53,24.62
31/10/1887,-174.8078113,293.5920175,1171533150,276.86,0.1694055,1.1189998,-0.409230608,-0.29675,17.20451234,12.19591559,20.91,24.67
30/11/1887,-174.59045,293.5087083,1181289333,276.8733333,0.169389667,1.119708033,-0.399280035,-0.282466667,17.20021583,12.19542192,21.93,24.87
31/12/1887,-174.3730888,293.4253992,1191045517,276.8866667,0.169373833,1.120416267,-0.389329463,-0.268183333,17.19591933,12.19492826,22.97,25.15
31/01/1888,-174.1557275,293.34209,1200801700,276.9,0.169358,1.1211245,-0.37937889,-0.2539,17.19162282,12.1944346,24.8,25.68
29/02/1888,-173.9328113,293.2587808,1200861250,276.9125,0.169353,1.121126117,-0.368588613,-0.246775,17.18732631,12.19394093,26.39,26.62
31/03/1888,-173.709895,293.1754717,1200920800,276.925,0.169348,1.121127733,-0.357798335,-0.23965,17.18302981,12.19344727,27.08,27.2
30/04/1888,-173.4869788,293.0921625,1200980350,276.9375,0.169343,1.12112935,-0.347008058,-0.232525,17.1787333,12.19295361,26.54,27.59
31/05/1888,-173.2640625,293.0088533,1201039900,276.95,0.169338,1.121130967,-0.33621778,-0.2254,17.1744368,12.19245994,25.35,27.64
30/06/1888,-173.0411463,292.9255442,1201099450,276.9625,0.169333,1.121132583,-0.325427503,-0.218275,17.17014029,12.19196628,24.54,27.05
31/07/1888,-172.81823,292.842235,1201159000,276.975,0.169328,1.1211342,-0.314637225,-0.21115,17.16584379,12.19147262,22.39,26.19
31/08/1888,-172.5953138,292.7589258,1201218550,276.9875,0.169323,1.121135817,-0.303846948,-0.204025,17.16154728,12.19097895,21.49,25.74
30/09/1888,-172.3723975,292.6756167,1201278100,277,0.169318,1.121137433,-0.29305667,-0.1969,17.15725077,12.19048529,22.63,25.97
31/10/1888,-172.1494813,292.5923075,1201337650,277.0125,0.169313,1.12113905,-0.282266393,-0.189775,17.15295427,12.18999163,23.29,26.43
30/11/1888,-171.926565,292.5089983,1201397200,277.025,0.169308,1.121140667,-0.271476115,-0.18265,17.14865776,12.18949796,24.16,27.17
31/12/1888,-171.7036487,292.4256892,1201456750,277.0375,0.169303,1.121142283,-0.260685838,-0.175525,17.14436126,12.1890043,24.41,26.87
31/01/1889,-171.4807325,292.34238,1201516300,277.05,0.169298,1.1211439,-0.24989556,-0.1684,17.14006475,12.18851064,26.38,27.6
28/02/1889,-171.3473992,292.2236433,1210272542,277.0633333,0.16973425,1.121822592,-0.271309111,-0.19095,17.13576825,12.18801698,27.49,27.69
31/03/1889,-171.2140658,292.1049067,1219028783,277.0766667,0.1701705,1.122501283,-0.292722662,-0.2135,17.13147174,12.18752331,27.6,27.84
30/04/1889,-171.0807325,291.98617,1227785025,277.09,0.17060675,1.123179975,-0.314136213,-0.23605,17.12717524,12.18702965,26.32,27.84
31/05/1889,-170.9473992,291.8674333,1236541267,277.1033333,0.171043,1.123858667,-0.335549763,-0.2586,17.12287873,12.18653599,24.64,27.16
30/06/1889,-170.8140658,291.7486967,1245297508,277.1166667,0.17147925,1.124537358,-0.356963314,-0.28115,17.11858223,12.18604232,22.82,26.46
31/07/1889,-170.6807325,291.62996,1254053750,277.13,0.1719155,1.12521605,-0.378376865,-0.3037,17.11428572,12.18554866,21.39,24.86
31/08/1889,-170.5473992,291.5112233,1262809992,277.1433333,0.17235175,1.125894742,-0.399790416,-0.32625,17.10998922,12.185055,20.11,24.03
30/09/1889,-170.4140658,291.3924867,1271566233,277.1566667,0.172788,1.126573433,-0.421203967,-0.3488,17.10569271,12.18456133,19.72,24.01
31/10/1889,-170.2807325,291.27375,1280322475,277.17,0.17322425,1.127252125,-0.442617518,-0.37135,17.10139621,12.18406767,19.97,23.69
30/11/1889,-170.1473992,291.1550133,1289078717,277.1833333,0.1736605,1.127930817,-0.464031068,-0.3939,17.0970997,12.18357401,21.17,23.97
31/12/1889,-170.0140658,291.0362767,1297834958,277.1966667,0.17409675,1.128609508,-0.485444619,-0.41645,17.0928032,12.18308034,22.8,24.1
31/01/1890,-169.8807325,290.91754,1306591200,277.21,0.174533,1.1292882,-0.50685817,-0.439,17.08850669,12.18258668,24.48,23.58
28/02/1890,-170.170316,291.0948067,1311784908,277.2225,0.174615917,1.129774525,-0.498062901,-0.425775,17.08421019,12.18209302,25.86,24.66
31/03/1890,-170.4598996,291.2720733,1316978617,277.235,0.174698833,1.13026085,-0.489267632,-0.41255,17.07991368,12.18159935,26.17,26.09
30/04/1890,-170.7494831,291.44934,1322172325,277.2475,0.17478175,1.130747175,-0.480472363,-0.399325,17.07561717,12.18110569,24.86,26.34
31/05/1890,-171.0390667,291.6266067,1327366033,277.26,0.174864667,1.1312335,-0.471677093,-0.3861,17.07132067,12.18061203,23.7,26
30/06/1890,-171.3286502,291.8038733,1332559742,277.2725,0.174947583,1.131719825,-0.462881824,-0.372875,17.06702417,12.18011836,22.06,25.53
31/07/1890,-171.6182338,291.98114,1337753450,277.285,0.1750305,1.13220615,-0.454086555,-0.35965,17.06272766,12.1796247,20.83,24.71
31/08/1890,-171.9078173,292.1584067,1342947158,277.2975,0.175113417,1.132692475,-0.445291286,-0.346425,17.05843116,12.17913104,20.11,23.93
30/09/1890,-172.1974008,292.3356733,1348140867,277.31,0.175196333,1.1331788,-0.436496017,-0.3332,17.05413465,12.17863737,19.9,23.93
31/10/1890,-172.4869844,292.51294,1353334575,277.3225,0.17527925,1.133665125,-0.427700748,-0.319975,17.04983815,12.17814371,20.3,23.85
30/11/1890,-172.7765679,292.6902067,1358528283,277.335,0.175362167,1.13415145,-0.418905478,-0.30675,17.04554164,12.17765005,20.91,23.97
31/12/1890,-173.0661515,292.8674733,1363721992,277.3475,0.175445083,1.134637775,-0.410110209,-0.293525,17.04124514,12.17715638,22.12,24.54
31/01/1891,-173.355735,293.04474,1368915700,277.36,0.175528,1.1351241,-0.40131494,-0.2803,17.03694863,12.17666272,24.4,25.16
28/02/1891,-172.9640679,293.2220067,1369823467,277.3733333,0.175605167,1.135194367,-0.41016857,-0.2921,17.03265212,12.17616906,26.28,26.04
31/03/1891,-172.5724008,293.3992733,1370731233,277.3866667,0.175682333,1.135264633,-0.4190222,-0.3039,17.02835562,12.17567539,27.02,27.05
30/04/1891,-172.1807338,293.57654,1371639000,277.4,0.1757595,1.1353349,-0.42787583,-0.3157,17.02405911,12.17518173,26.32,27.65
31/05/1891,-171.7890667,293.7538067,1372546767,277.4133333,0.175836667,1.135405167,-0.43672946,-0.3275,17.01976261,12.17468807,25.49,27.33
30/06/1891,-171.3973996,293.9310733,1373454533,277.4266667,0.175913833,1.135475433,-0.44558309,-0.3393,17.0154661,12.1741944,24.02,26.91
31/07/1891,-171.0057325,294.10834,1374362300,277.44,0.175991,1.1355457,-0.45443672,-0.3511,17.0111696,12.17370074,22.67,25.89
31/08/1891,-170.6140654,294.2856067,1375270067,277.4533333,0.176068167,1.135615967,-0.46329035,-0.3629,17.00687309,12.17320708,21.24,25.1
30/09/1891,-170.2223983,294.4628733,1376177833,277.4666667,0.176145333,1.135686233,-0.47214398,-0.3747,17.00257658,12.17271341,20.41,24.72
31/10/1891,-169.8307313,294.64014,1377085600,277.48,0.1762225,1.1357565,-0.48099761,-0.3865,16.99828008,12.17221975,20.74,24.72
30/11/1891,-169.4390642,294.8174067,1377993367,277.4933333,0.176299667,1.135826767,-0.48985124,-0.3983,16.99398357,12.17172609,21.7,24.91
31/12/1891,-169.0473971,294.9946733,1378901133,277.5066667,0.176376833,1.135897033,-0.49870487,-0.4101,16.98968707,12.17123242,22.79,25.05
31/01/1892,-168.65573,295.17194,1379808900,277.52,0.176454,1.1359673,-0.5075585,-0.4219,16.98539056,12.17073876,24.51,25.12
29/02/1892,-168.3328133,295.1649408,1378367750,277.5325,0.176537,1.135755075,-0.506480227,-0.421483333,16.98109406,12.1702451,25.79,25.9
31/03/1892,-168.0098967,295.1579417,1376926600,277.545,0.17662,1.13554285,-0.505401953,-0.421066667,16.97679755,12.16975143,25.92,26.45
30/04/1892,-167.68698,295.1509425,1375485450,277.5575,0.176703,1.135330625,-0.50432368,-0.42065,16.97250105,12.16925777,24.82,26.74
31/05/1892,-167.3640633,295.1439433,1374044300,277.57,0.176786,1.1351184,-0.503245407,-0.420233333,16.96820454,12.16876411,23.54,26.18
30/06/1892,-167.0411467,295.1369442,1372603150,277.5825,0.176869,1.134906175,-0.502167133,-0.419816667,16.96390804,12.16827044,22.13,25.77
31/07/1892,-166.71823,295.129945,1371162000,277.595,0.176952,1.13469395,-0.50108886,-0.4194,16.95961153,12.16777678,20.97,24.93
31/08/1892,-166.3953133,295.1229458,1369720850,277.6075,0.177035,1.134481725,-0.500010587,-0.418983333,16.95531503,12.16728312,19.75,24.33
30/09/1892,-166.0723967,295.1159467,1368279700,277.62,0.177118,1.1342695,-0.498932313,-0.418566667,16.95101852,12.16678945,19.24,23.85
31/10/1892,-165.74948,295.1089475,1366838550,277.6325,0.177201,1.134057275,-0.49785404,-0.41815,16.94672202,12.16629579,19.63,23.29
30/11/1892,-165.4265633,295.1019483,1365397400,277.645,0.177284,1.13384505,-0.496775767,-0.417733333,16.94242551,12.16580213,20.57,23.38
31/12/1892,-165.1036467,295.0949492,1363956250,277.6575,0.177367,1.133632825,-0.495697493,-0.417316667,16.93812901,12.16530846,21.65,23.74
31/01/1893,-164.78073,295.08795,1362515100,277.67,0.17745,1.1334206,-0.49461922,-0.4169,16.9338325,12.1648148,23.32,24.01
28/02/1893,-165.5737856,294.9545933,1366599917,277.6833333,0.177533083,1.133855717,-0.493714613,-0.419,16.929536,12.16432114,25.28,24.9
31/03/1893,-166.3668413,294.8212367,1370684733,277.6966667,0.177616167,1.134290833,-0.492810005,-0.4211,16.92523949,12.16382747,26.01,25.8
30/04/1893,-167.1598969,294.68788,1374769550,277.71,0.17769925,1.13472595,-0.491905398,-0.4232,16.92094299,12.16333381,24.86,26.24
31/05/1893,-167.9529525,294.5545233,1378854367,277.7233333,0.177782333,1.135161067,-0.49100079,-0.4253,16.91664648,12.16284015,23.64,25.89
30/06/1893,-168.7460081,294.4211667,1382939183,277.7366667,0.177865417,1.135596183,-0.490096183,-0.4274,16.91234998,12.16234648,22.04,25.51
31/07/1893,-169.5390638,294.28781,1387024000,277.75,0.1779485,1.1360313,-0.489191575,-0.4295,16.90805347,12.16185282,20.88,24.59
31/08/1893,-170.3321194,294.1544533,1391108817,277.7633333,0.178031583,1.136466417,-0.488286968,-0.4316,16.90375697,12.16135916,19.98,24.03
30/09/1893,-171.125175,294.0210967,1395193633,277.7766667,0.178114667,1.136901533,-0.48738236,-0.4337,16.89946046,12.16086549,19.96,24
31/10/1893,-171.9182306,293.88774,1399278450,277.79,0.17819775,1.13733665,-0.486477753,-0.4358,16.89516396,12.16037183,20.61,23.9
30/11/1893,-172.7112863,293.7543833,1403363267,277.8033333,0.178280833,1.137771767,-0.485573145,-0.4379,16.89086745,12.15987817,21.84,24.06
31/12/1893,-173.5043419,293.6210267,1407448083,277.8166667,0.178363917,1.138206883,-0.484668538,-0.44,16.88657095,12.15938451,22.59,24.23
31/01/1894,-174.2973975,293.48767,1411532900,277.83,0.178447,1.138642,-0.48376393,-0.4421,16.88227444,12.15889084,24.53,24.72
28/02/1894,-173.2946196,293.5322827,1418508400,277.8425,0.178527667,1.139243617,-0.480846236,-0.434708333,16.87797793,12.15839718,25.93,25.41
31/03/1894,-172.2918417,293.5768953,1425483900,277.855,0.178608333,1.139845233,-0.477928542,-0.427316667,16.87368143,12.15790352,26.29,26.19
30/04/1894,-171.2890638,293.621508,1432459400,277.8675,0.178689,1.14044685,-0.475010848,-0.419925,16.86938492,12.15740985,25.21,26.68
31/05/1894,-170.2862858,293.6661207,1439434900,277.88,0.178769667,1.141048467,-0.472093153,-0.412533333,16.86508842,12.15691619,24.03,26.16
30/06/1894,-169.2835079,293.7107333,1446410400,277.8925,0.178850333,1.141650083,-0.469175459,-0.405141667,16.86079191,12.15642253,22.84,25.81
31/07/1894,-168.28073,293.755346,1453385900,277.905,0.178931,1.1422517,-0.466257765,-0.39775,16.85649541,12.15592886,21.78,24.99
31/08/1894,-167.2779521,293.7999587,1460361400,277.9175,0.179011667,1.142853317,-0.463340071,-0.390358333,16.8521989,12.1554352,20.76,24.34
30/09/1894,-166.2751742,293.8445713,1467336900,277.93,0.179092333,1.143454933,-0.460422377,-0.382966667,16.84790239,12.15494154,20.22,24.11
31/10/1894,-165.2723962,293.889184,1474312400,277.9425,0.179173,1.14405655,-0.457504683,-0.375575,16.84360589,12.15444787,20.74,24.21
30/11/1894,-164.2696183,293.9337967,1481287900,277.955,0.179253667,1.144658167,-0.454586988,-0.368183333,16.83930938,12.15395421,21.29,24.14
31/12/1894,-163.2668404,293.9784093,1488263400,277.9675,0.179334333,1.145259783,-0.451669294,-0.360791667,16.83501288,12.15346055,22.59,24.52
31/01/1895,-162.2640625,294.023022,1495238900,277.98,0.179415,1.1458614,-0.4487516,-0.3534,16.83071637,12.15296688,24.18,24.86
28/02/1895,-162.7939235,294.0676347,1499357400,277.9933333,0.1794915,1.1461175,-0.435022907,-0.337225,16.82641987,12.15247322,25.63,25.74
31/03/1895,-163.3237846,294.1122473,1503475900,278.0066667,0.179568,1.1463736,-0.421294213,-0.32105,16.82212336,12.15197956,25.8,26.53
30/04/1895,-163.8536456,294.15686,1507594400,278.02,0.1796445,1.1466297,-0.40756552,-0.304875,16.81782686,12.15148589,25.21,27.21
31/05/1895,-164.3835067,294.2014727,1511712900,278.0333333,0.179721,1.1468858,-0.393836827,-0.2887,16.81353035,12.15099223,24.17,26.96
