Date,GMSL,CO2 conc.,CO2 emissions,Long-run NO2 concentration,Per-capita NO2 emissions in CO2 equivalents,Long-run CH4 concentration,Per-capita methane emissions in CO2 equivalents,Global avg temp. anomaly relative to 1961-1990,Sea surface temperature anomaly (relative to 1961-90 average),Sea surface temperature anomaly (relative to 1961-90 average) trend,Sea surface temperature anomaly (relative to 1961-90 average) anomaly,Nino 1.2,Nino 3,Nino 3.4,Nino 3.4 trend,Nino 4,North Sea Ice Extent Avg,North Sea Ice Extent Min,South Sea Ice Extent Avg trend ,South Sea Ice Extent Max,South Sea Ice Extent Max trend,South Sea Ice Extent Min,South Sea Ice Extent Avg,South Sea Ice Extent Avg Raw,South Sea Ice Extent Raw Avg trend
31/12/1920,-131.3987863,302.7357597,3142155267,282.0066667,0.210802333,889.56,1.214243658,-0.245270243,-0.261866667,-0.780152778,-0.74175,22.85,25.26,26.57,-0.570888583,27.92,15.49450323,12.17074006,11.18724827,18.68356825,17.6359908,3.496167592,11.9994376,12.18772269,11.13898635
31/01/1921,-131.205731,302.8139333,3106184200,282.02,0.210909,889.65,1.2116483,-0.24044435,-0.2598,-0.780291667,-0.738,24.28,25.86,27.01,-0.570377248,28.07,15.49020672,12.16425532,11.18767503,18.68332963,17.6368924,3.495646623,11.99894394,12.18750453,11.13989534
28/02/1921,-131.3182307,302.8921069,3118540742,282.0325,0.211004667,889.74,1.212975817,-0.248658463,-0.266583333,-0.780440972,-0.745666667,25.73,26.07,26.25,-0.569865913,27.54,15.48591022,12.15777058,11.18810179,18.68309102,17.637794,3.495125655,11.99845028,12.18728637,11.14080432
31/03/1921,-131.4307304,302.9702805,3130897283,282.045,0.211100333,889.83,1.214303333,-0.256872575,-0.273366667,-0.780590278,-0.753333333,26.2,25.97,25.84,-0.569354579,27.27,15.48161371,12.15128585,11.18852855,18.6828524,17.6386956,3.494604687,11.99795661,12.1870682,11.14171331
30/04/1921,-131.5432301,303.0484542,3143253825,282.0575,0.211196,889.92,1.21563085,-0.265086688,-0.28015,-0.780739583,-0.761,24.8,26.83,27.22,-0.568843244,28.14,15.47731721,12.14480111,11.1889553,18.68261378,17.6395972,3.494083719,11.99746295,12.18685004,11.1426223
31/05/1921,-131.6557298,303.1266278,3155610367,282.07,0.211291667,890.01,1.216958367,-0.2733008,-0.286933333,-0.780888889,-0.768666667,23.83,26.17,26.94,-0.568331909,28.05,15.4730207,12.13831637,11.18938206,18.68237517,17.6404988,3.493562751,11.99696929,12.18663187,11.14353128
30/06/1921,-131.7682295,303.2048014,3167966908,282.0825,0.211387333,890.1,1.218285883,-0.281514913,-0.293716667,-0.781038194,-0.776333333,22.37,26.29,27.47,-0.567820574,28.19,15.4687242,12.13183164,11.18980882,18.68213655,17.6414004,3.493041782,11.99647562,12.18641371,11.14444027
31/07/1921,-131.8807293,303.282975,3180323450,282.095,0.211483,890.19,1.2196134,-0.289729025,-0.3005,-0.7811875,-0.784,21.2,25.34,26.95,-0.567309239,28.32,15.46442769,12.1253469,11.19023558,18.68189793,17.642302,3.492520814,11.99598196,12.18619555,11.14534925
31/08/1921,-131.993229,303.3611486,3192679992,282.1075,0.211578667,890.28,1.220940917,-0.297943138,-0.307283333,-0.781336806,-0.791666667,19.88,24.4,26.59,-0.566797904,28.51,15.46013119,12.11886216,11.19066233,18.68165932,17.64320361,3.491999846,11.9954883,12.18597738,11.14625824
30/09/1921,-132.1057287,303.4393222,3205036533,282.12,0.211674333,890.37,1.222268433,-0.30615725,-0.314066667,-0.781486111,-0.799333333,19.41,24.52,26.58,-0.56628657,28.26,15.45583468,12.11237743,11.19108909,18.6814207,17.64410521,3.491478878,11.99499463,12.18575922,11.14716722
31/10/1921,-132.2182284,303.5174959,3217393075,282.1325,0.21177,890.46,1.22359595,-0.314371363,-0.32085,-0.781635417,-0.807,20.69,24.91,26.77,-0.565775235,28.47,15.45153818,12.10589269,11.19151585,18.68118208,17.64500681,3.490957909,11.99450097,12.18554106,11.14807621
30/11/1921,-132.3307281,303.5956695,3229749617,282.145,0.211865667,890.55,1.224923467,-0.322585475,-0.327633333,-0.781784722,-0.814666667,21.49,24.08,25.62,-0.5652639,27.94,15.44724167,12.09940795,11.19194261,18.68094347,17.64590841,3.490436941,11.99400731,12.18532289,11.14898519
31/12/1921,-132.4432278,303.6738431,3242106158,282.1575,0.211961333,890.64,1.226250983,-0.330799587,-0.334416667,-0.781934028,-0.822333333,22.36,24.36,26.09,-0.564752565,28.28,15.44294517,12.09292322,11.19236936,18.68070485,17.64681001,3.489915973,11.99351364,12.18510473,11.14989418
31/01/1922,-132.5557275,303.7520167,3254462700,282.17,0.212057,890.73,1.2275785,-0.3390137,-0.3412,-0.782083333,-0.83,23.91,24.87,26.04,-0.56424123,27.79,15.43864866,12.08643848,11.19279612,18.68046623,17.64771161,3.489395005,11.99301998,12.18488657,11.15080317
28/02/1922,-132.320311,303.8301903,3290815617,282.1833333,0.212155083,890.8208333,1.230130042,-0.337236048,-0.339291667,-0.781430556,-0.829583333,26.68,26.27,26.69,-0.563729895,28.14,15.43435216,12.07995374,11.19322288,18.68022762,17.64861321,3.488874036,11.99252632,12.1846684,11.15171215
31/03/1922,-132.0848946,303.9083639,3327168533,282.1966667,0.212253167,890.9116667,1.232681583,-0.335458397,-0.337383333,-0.780777778,-0.829166667,26.42,26.98,27.33,-0.563218561,28.33,15.43005565,12.07346901,11.19364964,18.679989,17.64951481,3.488353068,11.99203265,12.18445024,11.15262114
30/04/1922,-131.8494781,303.9865375,3363521450,282.21,0.21235125,891.0025,1.235233125,-0.333680745,-0.335475,-0.780125,-0.82875,25.41,26.98,27.23,-0.562707226,28.1,15.42575915,12.06698427,11.19407639,18.67975039,17.65041641,3.4878321,11.99153899,12.18423207,11.15353012
31/05/1922,-131.6140617,304.0647111,3399874367,282.2233333,0.212449333,891.0933333,1.237784667,-0.331903093,-0.333566667,-0.779472222,-0.828333333,24.09,26.94,28.09,-0.562195891,28.82,15.42146264,12.06049954,11.19450315,18.67951177,17.65131802,3.487311132,11.99104533,12.18401391,11.15443911
30/06/1922,-131.3786452,304.1428847,3436227283,282.2366667,0.212547417,891.1841667,1.240336208,-0.330125442,-0.331658333,-0.778819444,-0.827916667,21.99,25.82,27.25,-0.561684556,28.35,15.41716614,12.0540148,11.19492991,18.67927315,17.65221962,3.486790163,11.99055167,12.18379575,11.15534809
31/07/1922,-131.1432288,304.2210584,3472580200,282.25,0.2126455,891.275,1.24288775,-0.32834779,-0.32975,-0.778166667,-0.8275,20.7,24.8,26.78,-0.561173221,28.66,15.41286963,12.04753007,11.19535667,18.67903454,17.65312122,3.486269195,11.990058,12.18357758,11.15625708
31/08/1922,-130.9078123,304.299232,3508933117,282.2633333,0.212743583,891.3658333,1.245439292,-0.326570138,-0.327841667,-0.777513889,-0.827083333,19.74,23.81,26.09,-0.560661886,28.25,15.40857313,12.04104533,11.19578342,18.67879592,17.65402282,3.485748227,11.98956434,12.18335942,11.15716607
30/09/1922,-130.6723958,304.3774056,3545286033,282.2766667,0.212841667,891.4566667,1.247990833,-0.324792487,-0.325933333,-0.776861111,-0.826666667,19.4,24.14,26.38,-0.560150552,28.27,15.40427662,12.03456059,11.19621018,18.6785573,17.65492442,3.485227259,11.98907068,12.18314126,11.15807505
31/10/1922,-130.4369794,304.4555792,3581638950,282.29,0.21293975,891.5475,1.250542375,-0.323014835,-0.324025,-0.776208333,-0.82625,20.22,24.53,26.48,-0.559639217,28.19,15.39998012,12.02807586,11.19663694,18.67831869,17.65582602,3.48470629,11.98857701,12.18292309,11.15898404
30/11/1922,-130.2015629,304.5337528,3617991867,282.3033333,0.213037833,891.6383333,1.253093917,-0.321237183,-0.322116667,-0.775555556,-0.825833333,20.48,24.18,26.34,-0.559127882,28.33,15.39568361,12.02159112,11.1970637,18.67808007,17.65672762,3.484185322,11.98808335,12.18270493,11.15989302
31/12/1922,-129.9661465,304.6119264,3654344783,282.3166667,0.213135917,891.7291667,1.255645458,-0.319459532,-0.320208333,-0.774902778,-0.825416667,21.81,24.41,26.06,-0.558616547,27.79,15.39138711,12.01510639,11.19749045,18.67784145,17.65762922,3.483664354,11.98758969,12.18248677,11.16080201
31/01/1923,-129.73073,304.6901,3690697700,282.33,0.213234,891.82,1.258197,-0.31768188,-0.3183,-0.77425,-0.825,24.65,25.11,26.17,-0.558105212,27.9,15.3870906,12.00862165,11.19791721,18.67760284,17.65853082,3.483143386,11.98709602,12.1822686,11.16171099
28/02/1923,-130.4425356,304.6964513,3691704308,282.3425,0.213331583,891.91,1.258492675,-0.317191865,-0.317791667,-0.773642361,-0.825583333,26.25,25.61,26,-0.557593877,27.77,15.38279409,12.00213691,11.19834397,18.67736422,17.65943242,3.482622418,11.98660236,12.18205044,11.16261998
31/03/1923,-131.1543413,304.7028025,3692710917,282.355,0.213429167,892,1.25878835,-0.31670185,-0.317283333,-0.773034722,-0.826166667,26.16,26.05,26.41,-0.557082542,28.06,15.37849759,11.99565218,11.19877072,18.6771256,17.66033403,3.482101449,11.9861087,12.18183227,11.16352896
30/04/1923,-131.8661469,304.7091538,3693717525,282.3675,0.21352675,892.09,1.259084025,-0.316211835,-0.316775,-0.772427083,-0.82675,26.16,26.92,27.22,-0.556571208,28.47,15.37420108,11.98916744,11.19919748,18.67688699,17.66123563,3.481580481,11.98561503,12.18161411,11.16443795
31/05/1923,-132.5779525,304.715505,3694724133,282.38,0.213624333,892.18,1.2593797,-0.31572182,-0.316266667,-0.771819444,-0.827333333,24.33,26.8,27.62,-0.556059873,28.61,15.36990458,11.9826827,11.19962424,18.67664837,17.66213723,3.481059513,11.98512137,12.18139595,11.16534694
30/06/1923,-133.2897581,304.7218563,3695730742,282.3925,0.213721917,892.27,1.259675375,-0.315231805,-0.315758333,-0.771211806,-0.827916667,23.77,26.41,27.54,-0.555548538,28.53,15.36560807,11.97619797,11.200051,18.67640975,17.66303883,3.480538545,11.98462771,12.18117778,11.16625592
31/07/1923,-134.0015638,304.7282075,3696737350,282.405,0.2138195,892.36,1.25997105,-0.31474179,-0.31525,-0.770604167,-0.8285,22.59,25.68,27.03,-0.555037203,28.34,15.36131157,11.96971323,11.20047775,18.67617114,17.66394043,3.480017576,11.98413404,12.18095962,11.16716491
31/08/1923,-134.7133694,304.7345588,3697743958,282.4175,0.213917083,892.45,1.260266725,-0.314251775,-0.314741667,-0.769996528,-0.829083333,20.78,25.07,27.07,-0.554525868,28.56,15.35701506,11.96322849,11.20090451,18.67593252,17.66484203,3.479496608,11.98364038,12.18074146,11.16807389
30/09/1923,-135.425175,304.74091,3698750567,282.43,0.214014667,892.54,1.2605624,-0.31376176,-0.314233333,-0.769388889,-0.829666667,20.75,25.45,27.4,-0.554014533,28.8,15.35271855,11.95674376,11.20133127,18.6756939,17.66574363,3.47897564,11.98314672,12.18052329,11.16898288
31/10/1923,-136.1369806,304.7472613,3699757175,282.4425,0.21411225,892.63,1.260858075,-0.313271745,-0.313725,-0.76878125,-0.83025,20.91,25.35,27.52,-0.553503199,29.05,15.34842205,11.95025902,11.20175803,18.67545529,17.66664523,3.478454672,11.98265305,12.18030513,11.16989186
30/11/1923,-136.8487863,304.7536125,3700763783,282.455,0.214209833,892.72,1.26115375,-0.31278173,-0.313216667,-0.768173611,-0.830833333,21.85,25.48,27.52,-0.552991864,29.12,15.34412554,11.94377428,11.20218478,18.67521667,17.66754683,3.477933703,11.98215939,12.18008697,11.17080085
31/12/1923,-137.5605919,304.7599638,3701770392,282.4675,0.214307417,892.81,1.261449425,-0.312291715,-0.312708333,-0.767565972,-0.831416667,22.97,25.87,27.6,-0.552480529,28.78,15.33982904,11.93728955,11.20261154,18.67497806,17.66844844,3.477412735,11.98166573,12.1798688,11.17170984
31/01/1924,-138.2723975,304.766315,3702777000,282.48,0.214405,892.9,1.2617451,-0.3118017,-0.3122,-0.766958333,-0.832,24.09,25.55,27.04,-0.551969194,28.37,15.33553253,11.93080481,11.2030383,18.67473944,17.66935004,3.476891767,11.98117206,12.17965064,11.17261882
29/02/1924,-138.1460085,304.7726663,3705931717,282.4933333,0.214495083,892.9908333,1.261812492,-0.309330057,-0.308375,-0.765958333,-0.82625,25.72,26.51,27.39,-0.551457859,28.29,15.33123603,11.92432007,11.20346506,18.67450082,17.67025164,3.476370799,11.9806784,12.17943247,11.17352781
31/03/1924,-138.0196196,304.7790175,3709086433,282.5066667,0.214585167,893.0816667,1.261879883,-0.306858413,-0.30455,-0.764958333,-0.8205,25.49,27.07,27.65,-0.550946524,28.54,15.32693952,11.91783534,11.20389181,18.67426221,17.67115324,3.47584983,11.98018474,12.17921431,11.17443679
30/04/1924,-137.8932306,304.7853688,3712241150,282.52,0.21467525,893.1725,1.261947275,-0.30438677,-0.300725,-0.763958333,-0.81475,24.75,27.13,27.75,-0.55043519,28.43,15.32264302,11.9113506,11.20431857,18.67402359,17.67205484,3.475328862,11.97969107,12.17899615,11.17534578
31/05/1924,-137.7668417,304.79172,3715395867,282.5333333,0.214765333,893.2633333,1.262014667,-0.301915127,-0.2969,-0.762958333,-0.809,22.87,25.92,27.02,-0.549923855,28.29,15.31834651,11.90486586,11.20474533,18.67378497,17.67295644,3.474807894,11.97919741,12.17877798,11.17625476
30/06/1924,-137.6404527,304.7980713,3718550583,282.5466667,0.214855417,893.3541667,1.262082058,-0.299443483,-0.293075,-0.761958333,-0.80325,21.96,25.55,27.02,-0.54941252,28.49,15.31405001,11.89838113,11.20517209,18.67354636,17.67385804,3.474286926,11.97870375,12.17855982,11.17716375
31/07/1924,-137.5140638,304.8044225,3721705300,282.56,0.2149455,893.445,1.26214945,-0.29697184,-0.28925,-0.760958333,-0.7975,20.84,24.55,26.25,-0.548901185,28.22,15.3097535,11.89189639,11.20559884,18.67330774,17.67475964,3.473765957,11.97821008,12.17834166,11.17807273
31/08/1924,-137.3876748,304.8107738,3724860017,282.5733333,0.215035583,893.5358333,1.262216842,-0.294500197,-0.285425,-0.759958333,-0.79175,19.96,24.2,26.09,-0.54838985,27.92,15.305457,11.88541165,11.2060256,18.67306912,17.67566124,3.473244989,11.97771642,12.17812349,11.17898172
30/09/1924,-137.2612858,304.817125,3728014733,282.5866667,0.215125667,893.6266667,1.262284233,-0.292028553,-0.2816,-0.758958333,-0.786,19.58,23.95,25.89,-0.547878515,27.9,15.30116049,11.87892692,11.20645236,18.67283051,17.67656284,3.472724021,11.97722276,12.17790533,11.17989071
31/10/1924,-137.1348969,304.8234763,3731169450,282.6,0.21521575,893.7175,1.262351625,-0.28955691,-0.277775,-0.757958333,-0.78025,20.38,24.52,26.28,-0.547367181,27.95,15.29686399,11.87244218,11.20687912,18.67259189,17.67746445,3.472203053,11.97672909,12.17768717,11.18079969
30/11/1924,-137.0085079,304.8298275,3734324167,282.6133333,0.215305833,893.8083333,1.262419017,-0.287085267,-0.27395,-0.756958333,-0.7745,21.05,24.02,25.56,-0.546855846,27.54,15.29256748,11.86595744,11.20730587,18.67235327,17.67836605,3.471682084,11.97623543,12.177469,11.18170868
31/12/1924,-136.882119,304.8361788,3737478883,282.6266667,0.215395917,893.8991667,1.262486408,-0.284613623,-0.270125,-0.755958333,-0.76875,22.01,24.33,25.93,-0.546344511,27.97,15.28827098,11.85947271,11.20773263,18.67211466,17.67926765,3.471161116,11.97574177,12.17725084,11.18261766
31/01/1925,-136.75573,304.84253,3740633600,282.64,0.215486,893.99,1.2625538,-0.28214198,-0.2663,-0.754958333,-0.763,24.02,24.66,25.55,-0.545833176,27.17,15.28397447,11.85298797,11.20815939,18.67187604,17.68016925,3.470640148,11.9752481,12.17703268,11.18352665
28/02/1925,-136.1460079,304.8981075,3735364758,282.6525,0.215561583,894.08,1.261963842,-0.268843065,-0.256016667,-0.754038194,-0.74925,26.96,26.26,26.29,-0.545321841,27.3,15.27967796,11.84650323,11.20858615,18.67163742,17.68107085,3.47011918,11.97475444,12.17681451,11.18443563
31/03/1925,-135.5362858,304.953685,3730095917,282.665,0.215637167,894.17,1.261373883,-0.25554415,-0.245733333,-0.753118056,-0.7355,27.49,26.98,26.73,-0.544810506,27.55,15.27538146,11.8400185,11.2090129,18.67139881,17.68197245,3.469598212,11.97426078,12.17659635,11.18534462
30/04/1925,-134.9265638,305.0092625,3724827075,282.6775,0.21571275,894.26,1.260783925,-0.242245235,-0.23545,-0.752197917,-0.72175,26.56,27.25,27.25,-0.544299172,27.98,15.27108495,11.83353376,11.20943966,18.67116019,17.68287405,3.469077243,11.97376711,12.17637818,11.18625361
31/05/1925,-134.3168417,305.06484,3719558233,282.69,0.215788333,894.35,1.260193967,-0.22894632,-0.225166667,-0.751277778,-0.708,24.81,26.85,27.47,-0.543787837,28.36,15.26678845,11.82704903,11.20986642,18.67092157,17.68377565,3.468556275,11.97327345,12.17616002,11.18716259
30/06/1925,-133.7071196,305.1204175,3714289392,282.7025,0.215863917,894.44,1.259604008,-0.215647405,-0.214883333,-0.750357639,-0.69425,24.23,26.79,27.51,-0.543276502,28.15,15.26249194,11.82056429,11.21029318,18.67068296,17.68467725,3.468035307,11.97277979,12.17594186,11.18807158
31/07/1925,-133.0973975,305.175995,3709020550,282.715,0.2159395,894.53,1.25901405,-0.20234849,-0.2046,-0.7494375,-0.6805,22.78,26.4,27.73,-0.542765167,28.73,15.25819544,11.81407956,11.21071993,18.67044434,17.68557886,3.467514339,11.97228612,12.17572369,11.18898056
31/08/1925,-132.4876754,305.2315725,3703751708,282.7275,0.216015083,894.62,1.258424092,-0.189049575,-0.194316667,-0.748517361,-0.66675,21.97,25.86,27.55,-0.542253832,28.79,15.25389893,11.80759482,11.21114669,18.67020573,17.68648046,3.46699337,11.97179246,12.17550553,11.18988955
30/09/1925,-131.8779533,305.28715,3698482867,282.74,0.216090667,894.71,1.257834133,-0.17575066,-0.184033333,-0.747597222,-0.653,21.57,25.73,27.52,-0.541742497,28.89,15.24960242,11.80111008,11.21157345,18.66996711,17.68738206,3.466472402,11.9712988,12.17528737,11.19079853
31/10/1925,-131.2682312,305.3427275,3693214025,282.7525,0.21616625,894.8,1.257244175,-0.162451745,-0.17375,-0.746677083,-0.63925,22.03,25.76,27.58,-0.541231163,28.98,15.24530592,11.79462535,11.21200021,18.66972849,17.68828366,3.465951434,11.97080513,12.1750692,11.19170752
30/11/1925,-130.6585092,305.398305,3687945183,282.765,0.216241833,894.89,1.256654217,-0.14915283,-0.163466667,-0.745756944,-0.6255,22.8,25.82,27.66,-0.540719828,29.17,15.24100941,11.78814061,11.21242696,18.66948988,17.68918526,3.465430466,11.97031147,12.17485104,11.1926165
31/12/1925,-130.0487871,305.4538825,3682676342,282.7775,0.216317417,894.98,1.256064258,-0.135853915,-0.153183333,-0.744836806,-0.61175,24.21,26.65,28.19,-0.540208493,29.21,15.23671291,11.78165588,11.21285372,18.66925126,17.69008686,3.464909497,11.96981781,12.17463288,11.19352549
31/01/1926,-129.439065,305.50946,3677407500,282.79,0.216393,895.07,1.2554743,-0.122555,-0.1429,-0.743916667,-0.598,26.15,27.07,28.1,-0.539697158,28.76,15.2324164,11.77517114,11.21328048,18.66901264,17.69098846,3.464388529,11.96932414,12.17441471,11.19443448
28/02/1926,-129.5272596,305.5650375,3705369142,282.8033333,0.216447333,895.1608333,1.257595683,-0.131434883,-0.149033333,-0.743940972,-0.607,27,27.43,28.06,-0.539185823,28.85,15.2281199,11.7686864,11.21370724,18.66877403,17.69189006,3.463867561,11.96883048,12.17419655,11.19534346
31/03/1926,-129.6154542,305.620615,3733330783,282.8166667,0.216501667,895.2516667,1.259717067,-0.140314767,-0.155166667,-0.743965278,-0.616,27.45,28.27,28.44,-0.538674488,28.98,15.22382339,11.76220167,11.21413399,18.66853541,17.69279166,3.463346593,11.96833682,12.17397838,11.19625245
30/04/1926,-129.7036488,305.6761925,3761292425,282.83,0.216556,895.3425,1.26183845,-0.14919465,-0.1613,-0.743989583,-0.625,26.47,28.55,28.78,-0.538163154,28.91,15.21952689,11.75571693,11.21456075,18.66829679,17.69369326,3.462825624,11.96784315,12.17376022,11.19716143
31/05/1926,-129.7918433,305.73177,3789254067,282.8433333,0.216610333,895.4333333,1.263959833,-0.158074533,-0.167433333,-0.744013889,-0.634,24.76,27.88,28.69,-0.537651819,29.33,15.21523038,11.74923219,11.21498751,18.66805818,17.69459487,3.462304656,11.96734949,12.17354206,11.19807042
30/06/1926,-129.8800379,305.7873475,3817215708,282.8566667,0.216664667,895.5241667,1.266081217,-0.166954417,-0.173566667,-0.744038194,-0.643,23.08,26.99,28.29,-0.537140484,29.17,15.21093388,11.74274746,11.21541426,18.66781956,17.69549647,3.461783688,11.96685583,12.17332389,11.1989794
31/07/1926,-129.9682325,305.842925,3845177350,282.87,0.216719,895.615,1.2682026,-0.1758343,-0.1797,-0.7440625,-0.652,22.34,26.29,27.86,-0.536629149,28.94,15.20663737,11.73626272,11.21584102,18.66758094,17.69639807,3.46126272,11.96636216,12.17310573,11.19988839
31/08/1926,-130.0564271,305.8985025,3873138992,282.8833333,0.216773333,895.7058333,1.270323983,-0.184714183,-0.185833333,-0.744086806,-0.661,20.55,25.09,27.03,-0.536117814,28.71,15.20234087,11.72977798,11.21626778,18.66734233,17.69729967,3.460741751,11.9658685,12.17288757,11.20079737
30/09/1926,-130.1446217,305.95408,3901100633,282.8966667,0.216827667,895.7966667,1.272445367,-0.193594067,-0.191966667,-0.744111111,-0.67,20.33,24.67,26.68,-0.535606479,28.66,15.19804436,11.72329325,11.21669454,18.66710371,17.69820127,3.460220783,11.96537484,12.1726694,11.20170636
31/10/1926,-130.2328162,306.0096575,3929062275,282.91,0.216882,895.8875,1.27456675,-0.20247395,-0.1981,-0.744135417,-0.679,20.94,24.69,26.34,-0.535095145,28.29,15.19374786,11.71680851,11.21712129,18.66686509,17.69910287,3.459699815,11.96488117,12.17245124,11.20261535
30/11/1926,-130.3210108,306.065235,3957023917,282.9233333,0.216936333,895.9783333,1.276688133,-0.211353833,-0.204233333,-0.744159722,-0.688,21.52,24.69,26.38,-0.53458381,28.09,15.18945135,11.71032377,11.21754805,18.66662648,17.70000447,3.459178847,11.96438751,12.17223308,11.20352433
31/12/1926,-130.4092054,306.1208125,3984985558,282.9366667,0.216990667,896.0691667,1.278809517,-0.220233717,-0.210366667,-0.744184028,-0.697,22.78,25.03,26.36,-0.534072475,28.09,15.18515485,11.70383904,11.21797481,18.66638786,17.70090607,3.458657879,11.96389385,12.17201491,11.20443332
31/01/1927,-130.4974,306.17639,4012947200,282.95,0.217045,896.16,1.2809309,-0.2291136,-0.2165,-0.744208333,-0.706,24.78,25.63,26.68,-0.53356114,28.15,15.18085834,11.6973543,11.21840157,18.66614924,17.70180767,3.45813691,11.96340019,12.17179675,11.2053423
28/02/1927,-130.7862883,306.2319675,4011560917,282.9625,0.217074667,896.25,1.280676425,-0.227226284,-0.219216667,-0.743982639,-0.71225,26.39,26.68,27,-0.533049805,28.22,15.17656184,11.69086956,11.21882832,18.66591063,17.70270928,3.457615942,11.96290652,12.17157858,11.20625129
31/03/1927,-131.0751767,306.287545,4010174633,282.975,0.217104333,896.34,1.28042195,-0.225338968,-0.221933333,-0.743756944,-0.7185,26.56,26.93,27.08,-0.53253847,27.95,15.17226533,11.68438483,11.21925508,18.66567201,17.70361088,3.457094974,11.96241286,12.17136042,11.20716027
30/04/1927,-131.364065,306.3431225,4008788350,282.9875,0.217134,896.43,1.280167475,-0.223451653,-0.22465,-0.74353125,-0.72475,25.28,27.15,27.5,-0.532027136,28.42,15.16796883,11.67790009,11.21968184,18.6654334,17.70451248,3.456574006,11.9619192,12.17114226,11.20806926
31/05/1927,-131.6529533,306.3987,4007402067,283,0.217163667,896.52,1.279913,-0.221564337,-0.227366667,-0.743305556,-0.731,24.09,26.46,27.28,-0.531515801,28.29,15.16367232,11.67141536,11.2201086,18.66519478,17.70541408,3.456053037,11.96142553,12.17092409,11.20897825
30/06/1927,-131.9418417,306.4542775,4006015783,283.0125,0.217193333,896.61,1.279658525,-0.219677021,-0.230083333,-0.743079861,-0.73725,22.6,26.19,27.54,-0.531004466,28.54,15.15937582,11.66493062,11.22053535,18.66495616,17.70631568,3.455532069,11.96093187,12.17070593,11.20988723
31/07/1927,-132.23073,306.509855,4004629500,283.025,0.217223,896.7,1.27940405,-0.217789705,-0.2328,-0.742854167,-0.7435,21.23,25.13,26.92,-0.530493131,28.52,15.15507931,11.65844588,11.22096211,18.66471755,17.70721728,3.455011101,11.96043821,12.17048777,11.21079622
31/08/1927,-132.5196183,306.5654325,4003243217,283.0375,0.217252667,896.79,1.279149575,-0.215902389,-0.235516667,-0.742628472,-0.74975,20.69,24.8,26.78,-0.529981796,28.59,15.15078281,11.65196115,11.22138887,18.66447893,17.70811888,3.454490133,11.95994454,12.1702696,11.2117052
30/09/1927,-132.8085067,306.62101,4001856933,283.05,0.217282333,896.88,1.2788951,-0.214015073,-0.238233333,-0.742402778,-0.756,20.4,24.88,26.6,-0.529470461,28.4,15.1464863,11.64547641,11.22181563,18.66424031,17.70902048,3.453969164,11.95945088,12.17005144,11.21261419
31/10/1927,-133.097395,306.6765875,4000470650,283.0625,0.217312,896.97,1.278640625,-0.212127758,-0.24095,-0.742177083,-0.76225,20.61,25.06,27,-0.528959127,28.59,15.1421898,11.63899168,11.22224238,18.6640017,17.70992208,3.453448196,11.95895722,12.16983328,11.21352317
30/11/1927,-133.3862833,306.732165,3999084367,283.075,0.217341667,897.06,1.27838615,-0.210240442,-0.243666667,-0.741951389,-0.7685,21.83,24.89,26.61,-0.528447792,28.37,15.13789329,11.63250694,11.22266914,18.66376308,17.71082368,3.452927228,11.95846355,12.16961511,11.21443216
31/12/1927,-133.6751717,306.7877425,3997698083,283.0875,0.217371333,897.15,1.278131675,-0.208353126,-0.246383333,-0.741725694,-0.77475,22.57,25.1,26.84,-0.527936457,28.58,15.13359679,11.62602221,11.2230959,18.66352446,17.71172529,3.45240626,11.95796989,12.16939695,11.21534114
31/01/1928,-133.96406,306.84332,3996311800,283.1,0.217401,897.24,1.2778772,-0.20646581,-0.2491,-0.7415,-0.781,24.28,25.73,27.05,-0.527425122,28.52,15.12930028,11.61953747,11.22352266,18.66328585,17.71262689,3.451885291,11.95747623,12.16917879,11.21625013
29/02/1928,-133.9460048,306.7416308,4020636775,283.1133333,0.2173925,897.3308333,1.279293633,-0.221963912,-0.255008333,-0.740659722,-0.7885,26.08,26.38,26.97,-0.526913787,28.34,15.12500377,11.61305273,11.22394941,18.66304723,17.71352849,3.451364323,11.95698256,12.16896062,11.21715912
31/03/1928,-133.9279496,306.6399417,4044961750,283.1266667,0.217384,897.4216667,1.280710067,-0.237462013,-0.260916667,-0.739819444,-0.796,26.78,26.91,27.01,-0.526402452,28.29,15.12070727,11.606568,11.22437617,18.66280861,17.71443009,3.450843355,11.9564889,12.16874246,11.2180681
30/04/1928,-133.9098944,306.5382525,4069286725,283.14,0.2173755,897.5125,1.2821265,-0.252960115,-0.266825,-0.738979167,-0.8035,25.46,27.14,27.55,-0.525891118,28.53,15.11641076,11.60008326,11.22480293,18.66257,17.71533169,3.450322387,11.95599524,12.16852429,11.21897709
31/05/1928,-133.8918392,306.4365633,4093611700,283.1533333,0.217367,897.6033333,1.283542933,-0.268458217,-0.272733333,-0.738138889,-0.811,24.12,26.78,27.83,-0.525379783,28.85,15.11211426,11.59359852,11.22522969,18.66233138,17.71623329,3.449801418,11.95550157,12.16830613,11.21988607
30/06/1928,-133.873784,306.3348742,4117936675,283.1666667,0.2173585,897.6941667,1.284959367,-0.283956318,-0.278641667,-0.737298611,-0.8185,22.32,25.92,27.43,-0.524868448,28.72,15.10781775,11.58711379,11.22565644,18.66209276,17.71713489,3.44928045,11.95500791,12.16808797,11.22079506
